yhlee18
password
a picture is worth a thousand words
6
10
========1trial========
KeyChar,keyCode,timePressed,timeReleased
t,84,1495112793967,1495112794034
h,72,1495112794057,1495112794124
o,79,1495112794203,1495112794293
u,85,1495112794259,1495112794338
s,83,1495112794619,1495112794743
a,65,1495112794687,1495112794799
n,78,1495112794900,1495112794979
d,68,1495112795069,1495112795182
 ,32,1495112795171,1495112795249
w,87,1495112795575,1495112795665
o,79,1495112795722,1495112795800
r,82,1495112796037,1495112796104
d,68,1495112796251,1495112796352
s,83,1495112796318,1495112796419
========4trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112799041,1495112799142
 ,32,1495112799119,1495112799220
p,80,1495112799479,1495112799580
i,73,1495112799547,1495112799625
c,67,1495112799671,1495112799749
t,84,1495112799862,1495112799929
u,85,1495112799974,1495112800041
r,82,1495112800098,1495112800199
e,69,1495112800143,1495112800267
 ,32,1495112800222,1495112800311
i,73,1495112800379,1495112800457
s,83,1495112800526,1495112800638
 ,32,1495112800616,1495112800705
w,87,1495112800863,1495112800908
o,79,1495112801009,1495112801088
r,82,1495112801246,1495112801347
t,84,1495112801414,1495112801504
h,72,1495112801561,1495112801628
 ,32,1495112801673,1495112801763
a,65,1495112801864,1495112801931
 ,32,1495112801909,1495112801999
t,84,1495112802776,1495112802854
h,72,1495112802888,1495112802955
o,79,1495112803023,1495112803124
u,85,1495112803079,1495112803169
s,83,1495112803417,1495112803563
a,65,1495112803507,1495112803596
n,78,1495112803687,1495112803765
d,68,1495112803833,1495112803957
 ,32,1495112803946,1495112804013
w,87,1495112804407,1495112804463
o,79,1495112804553,1495112804688
r,82,1495112804902,1495112804992
d,68,1495112805104,1495112805216
s,83,1495112805172,1495112805262
========5trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112810729,1495112810830
 ,32,1495112810808,1495112810887
p,80,1495112811179,1495112811280
i,73,1495112811247,1495112811348
c,67,1495112811438,1495112811516
t,84,1495112811629,1495112811708
u,85,1495112811753,1495112811820
r,82,1495112811888,1495112812023
e,69,1495112811956,1495112812068
 ,32,1495112812035,1495112812124
i,73,1495112812203,1495112812282
s,83,1495112812349,1495112812451
 ,32,1495112812417,1495112812507
w,87,1495112812901,1495112812979
o,79,1495112812991,1495112813080
r,82,1495112813834,1495112813936
t,84,1495112814026,1495112814127
h,72,1495112814160,1495112814250
 ,32,1495112814329,1495112814408
a,65,1495112814509,1495112814599
 ,32,1495112814577,1495112814655
t,84,1495112815511,1495112815589
h,72,1495112815601,1495112815668
o,79,1495112815691,1495112815803
u,85,1495112815758,1495112815848
s,83,1495112816084,1495112816197
a,65,1495112816174,1495112816253
n,78,1495112816377,1495112816455
d,68,1495112816557,1495112816680
 ,32,1495112816669,1495112816737
w,87,1495112817007,1495112817085
o,79,1495112817929,1495112818008
r,82,1495112818053,1495112818154
d,68,1495112818289,1495112818402
s,83,1495112818379,1495112818469
========6trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112831429,1495112831553
 ,32,1495112831486,1495112831587
p,80,1495112831936,1495112832048
i,73,1495112831981,1495112832082
c,67,1495112832116,1495112832194
t,84,1495112832318,1495112832397
u,85,1495112832431,1495112832498
r,82,1495112832543,1495112832667
e,69,1495112832577,1495112832712
 ,32,1495112832656,1495112832746
i,73,1495112832802,1495112832880
s,83,1495112832960,1495112833072
 ,32,1495112833038,1495112833117
w,87,1495112834220,1495112834298
o,79,1495112834343,1495112834422
r,82,1495112834467,1495112834557
t,84,1495112834636,1495112834703
h,72,1495112834759,1495112834827
 ,32,1495112835187,1495112835265
a,65,1495112835378,1495112835434
 ,32,1495112835412,1495112835513
t,84,1495112836593,1495112836672
h,72,1495112836706,1495112836807
o,79,1495112836796,1495112836930
u,85,1495112836897,1495112836998
s,83,1495112837212,1495112837324
a,65,1495112837279,1495112837392
n,78,1495112837437,1495112837527
d,68,1495112837538,1495112837662
 ,32,1495112837651,1495112837729
w,87,1495112838067,1495112838157
o,79,1495112838225,1495112838292
r,82,1495112838348,1495112838427
d,68,1495112838539,1495112838652
s,83,1495112838630,1495112838697
========7trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112839856,1495112839979
 ,32,1495112839934,1495112840024
p,80,1495112840610,1495112840711
i,73,1495112840666,1495112840756
c,67,1495112840913,1495112840992
t,84,1495112841127,1495112841217
u,85,1495112841262,1495112841341
r,82,1495112841374,1495112841498
e,69,1495112841420,1495112841554
 ,32,1495112841521,1495112841611
i,73,1495112841678,1495112841768
s,83,1495112841847,1495112841971
 ,32,1495112841937,1495112842027
w,87,1495112842713,1495112842781
o,79,1495112842803,1495112842882
r,82,1495112842950,1495112843017
t,84,1495112843096,1495112843163
h,72,1495112843231,1495112843298
 ,32,1495112843332,1495112843422
a,65,1495112843490,1495112843580
 ,32,1495112843568,1495112843647
t,84,1495112844435,1495112844513
h,72,1495112844536,1495112844626
o,79,1495112844760,1495112844873
u,85,1495112844839,1495112844929
s,83,1495112845076,1495112845177
a,65,1495112845143,1495112845233
n,78,1495112845290,1495112845379
d,68,1495112845413,1495112845514
 ,32,1495112845492,1495112845571
w,87,1495112846167,1495112846212
o,79,1495112846234,1495112846313
r,82,1495112846381,1495112846471
d,68,1495112846572,1495112846673
s,83,1495112846629,1495112846729
========8trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112847663,1495112847776
 ,32,1495112847742,1495112847821
p,80,1495112848552,1495112848676
i,73,1495112848642,1495112848710
c,67,1495112848755,1495112848822
t,84,1495112848923,1495112849013
u,85,1495112849024,1495112849103
r,82,1495112849148,1495112849249
e,69,1495112849205,1495112849317
 ,32,1495112849362,1495112849452
i,73,1495112849520,1495112849598
s,83,1495112849688,1495112849778
 ,32,1495112849756,1495112849823
w,87,1495112850374,1495112850442
o,79,1495112850476,1495112850543
r,82,1495112850599,1495112850712
t,84,1495112850791,1495112850869
h,72,1495112850937,1495112851004
 ,32,1495112851061,1495112851140
a,65,1495112851218,1495112851297
 ,32,1495112851309,1495112851353
t,84,1495112852276,1495112852343
h,72,1495112852355,1495112852433
o,79,1495112852456,1495112852568
u,85,1495112852523,1495112852613
s,83,1495112852726,1495112852839
a,65,1495112852816,1495112852906
n,78,1495112852962,1495112853041
d,68,1495112853097,1495112853210
 ,32,1495112853198,1495112853266
w,87,1495112853502,1495112853580
o,79,1495112853615,1495112853716
r,82,1495112854402,1495112854481
d,68,1495112854593,1495112854706
s,83,1495112854672,1495112854751
========9trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112855786,1495112855921
 ,32,1495112855898,1495112855999
p,80,1495112856405,1495112856528
i,73,1495112856483,1495112856596
c,67,1495112856675,1495112856731
t,84,1495112856866,1495112856944
u,85,1495112857023,1495112857136
r,82,1495112857204,1495112857350
e,69,1495112857271,1495112857383
 ,32,1495112857361,1495112857462
i,73,1495112857541,1495112857642
s,83,1495112857721,1495112857833
 ,32,1495112857811,1495112857889
w,87,1495112858644,1495112858711
o,79,1495112858767,1495112858801
r,82,1495112858992,1495112859093
t,84,1495112859915,1495112860027
h,72,1495112860038,1495112860106
 ,32,1495112860185,1495112860275
a,65,1495112860398,1495112860499
 ,32,1495112860455,1495112860556
t,84,1495112861051,1495112861141
h,72,1495112861152,1495112861208
o,79,1495112861298,1495112861399
u,85,1495112861343,1495112861456
s,83,1495112861625,1495112861737
a,65,1495112861681,1495112861771
n,78,1495112861850,1495112861928
d,68,1495112861996,1495112862109
 ,32,1495112862097,1495112862165
w,87,1495112863020,1495112863076
o,79,1495112863166,1495112863244
r,82,1495112863357,1495112863447
d,68,1495112863571,1495112863661
s,83,1495112863627,1495112863717
========10trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495112864763,1495112864887
 ,32,1495112864842,1495112864932
p,80,1495112865213,1495112865326
i,73,1495112865281,1495112865371
c,67,1495112865405,1495112865483
t,84,1495112865596,1495112865675
u,85,1495112865720,1495112865798
r,82,1495112865843,1495112865978
e,69,1495112865911,1495112866034
 ,32,1495112865990,1495112866079
i,73,1495112866136,1495112866226
s,83,1495112866271,1495112866394
 ,32,1495112866372,1495112866462
w,87,1495112866631,1495112866698
o,79,1495112866789,1495112866856
r,82,1495112867261,1495112867351
t,84,1495112867418,1495112867520
h,72,1495112867565,1495112867655
 ,32,1495112867722,1495112867801
a,65,1495112867891,1495112867970
 ,32,1495112867947,1495112868026
t,84,1495112869027,1495112869128
h,72,1495112869162,1495112869230
o,79,1495112869319,1495112869410
u,85,1495112869365,1495112869477
s,83,1495112869826,1495112869927
a,65,1495112869893,1495112869983
n,78,1495112869995,1495112870062
d,68,1495112870118,1495112870231
 ,32,1495112870220,1495112870298
w,87,1495112870782,1495112870838
o,79,1495112870861,1495112870939
r,82,1495112870985,1495112871063
d,68,1495112871176,1495112871277
s,83,1495112871232,1495112871333
