shlee18
nlcsjeju
watched pot never boils
11
10
========1trial========
KeyChar,keyCode,timePressed,timeReleased
v,86,1495170239462,1495170239540
e,69,1495170239575,1495170239687
r,82,1495170239698,1495170239766
 ,32,1495170239800,1495170239878
b,66,1495170240002,1495170240036
o,79,1495170240126,1495170240227
i,73,1495170240193,1495170240317
l,76,1495170240407,1495170240496
s,83,1495170240610,1495170240699
========7trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495170241420,1495170241498
a,65,1495170241566,1495170241678
t,84,1495170241701,1495170241757
c,67,1495170241892,1495170241971
h,72,1495170242005,1495170242094
e,69,1495170242083,1495170242161
d,68,1495170242275,1495170242342
 ,32,1495170242376,1495170242466
p,80,1495170242567,1495170242713
o,79,1495170242668,1495170242781
t,84,1495170242770,1495170242825
 ,32,1495170242927,1495170242983
n,78,1495170243096,1495170243175
e,69,1495170243174,1495170243253
v,86,1495170243331,1495170243399
e,69,1495170243433,1495170243557
r,82,1495170243535,1495170243636
 ,32,1495170243692,1495170243827
b,66,1495170243883,1495170243939
o,79,1495170244041,1495170244097
i,73,1495170244064,1495170244209
l,76,1495170244322,1495170244434
s,83,1495170244468,1495170244524
========8trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495170263699,1495170263728
a,65,1495170263700,1495170263829
t,84,1495170263841,1495170263919
c,67,1495170264325,1495170264414
h,72,1495170264482,1495170264583
e,69,1495170264572,1495170264617
d,68,1495170264752,1495170264797
 ,32,1495170264842,1495170264921
p,80,1495170265022,1495170265179
o,79,1495170265135,1495170265247
t,84,1495170265270,1495170265337
 ,32,1495170265393,1495170265461
n,78,1495170265562,1495170265629
e,69,1495170265584,1495170265663
v,86,1495170265731,1495170265798
e,69,1495170265866,1495170265978
r,82,1495170265967,1495170266046
 ,32,1495170266057,1495170266124
b,66,1495170266215,1495170266271
o,79,1495170266327,1495170266394
i,73,1495170266372,1495170266507
l,76,1495170266597,1495170266698
s,83,1495170266721,1495170266788
========9trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495170267340,1495170267429
a,65,1495170267508,1495170267598
t,84,1495170267621,1495170267688
c,67,1495170267812,1495170267902
h,72,1495170267913,1495170267992
e,69,1495170268003,1495170268048
d,68,1495170268183,1495170268207
 ,32,1495170268296,1495170268374
p,80,1495170268543,1495170268689
o,79,1495170268645,1495170268745
t,84,1495170268780,1495170268858
 ,32,1495170268903,1495170268993
n,78,1495170269106,1495170269184
e,69,1495170269207,1495170269297
v,86,1495170269364,1495170269432
e,69,1495170269488,1495170269600
r,82,1495170269578,1495170269668
 ,32,1495170269702,1495170269781
b,66,1495170269905,1495170269983
o,79,1495170270051,1495170270186
i,73,1495170270152,1495170270253
l,76,1495170270343,1495170270422
s,83,1495170270456,1495170270501
========10trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495170271131,1495170271243
a,65,1495170271277,1495170271423
t,84,1495170271412,1495170271491
c,67,1495170271626,1495170271704
h,72,1495170271727,1495170271806
e,69,1495170271817,1495170271873
d,68,1495170271997,1495170272042
 ,32,1495170272110,1495170272211
p,80,1495170272312,1495170272469
o,79,1495170272424,1495170272548
t,84,1495170272593,1495170272672
 ,32,1495170272706,1495170272796
n,78,1495170273055,1495170273145
e,69,1495170273145,1495170273246
v,86,1495170273302,1495170273369
e,69,1495170273415,1495170273527
r,82,1495170273516,1495170273606
 ,32,1495170273628,1495170273696
b,66,1495170273752,1495170273808
o,79,1495170273831,1495170273932
i,73,1495170273898,1495170274011
l,76,1495170274090,1495170274168
s,83,1495170274213,1495170274269
