jmjeon18
nlcsjeju
a picture is worth a thousand words
8
10
========1trial========
KeyChar,keyCode,timePressed,timeReleased
u,85,1495170067897,1495170067976
s,83,1495170068054,1495170068144
a,65,1495170068201,1495170068279
n,78,1495170068291,1495170068358
d,68,1495170068403,1495170068493
 ,32,1495170068504,1495170068605
w,87,1495170068583,1495170068662
o,79,1495170068651,1495170068718
r,82,1495170068741,1495170068808
d,68,1495170068898,1495170068988
s,83,1495170068977,1495170069055
========6trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495170075603,1495170075716
 ,32,1495170075682,1495170075806
p,80,1495170075851,1495170075941
i,73,1495170075986,1495170076064
c,67,1495170076155,1495170076244
t,84,1495170076391,1495170076469
u,85,1495170076526,1495170076593
r,82,1495170076616,1495170076739
e,69,1495170076706,1495170076841
 ,32,1495170076796,1495170076897
i,73,1495170076942,1495170077043
s,83,1495170077066,1495170077178
 ,32,1495170077122,1495170077257
w,87,1495170077325,1495170077426
o,79,1495170077414,1495170077493
r,82,1495170077516,1495170077594
t,84,1495170077696,1495170077774
h,72,1495170077809,1495170077876
 ,32,1495170077910,1495170078011
a,65,1495170078146,1495170078247
 ,32,1495170078259,1495170078348
t,84,1495170078438,1495170078517
h,72,1495170078495,1495170078562
o,79,1495170078663,1495170078731
u,85,1495170078686,1495170078787
s,83,1495170078855,1495170078956
a,65,1495170079012,1495170079103
n,78,1495170079091,1495170079158
d,68,1495170079215,1495170079316
 ,32,1495170079305,1495170079406
w,87,1495170079564,1495170079664
o,79,1495170079653,1495170079732
r,82,1495170079743,1495170079799
d,68,1495170079856,1495170079979
s,83,1495170079946,1495170080047
========7trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495170088541,1495170088642
 ,32,1495170088586,1495170088710
p,80,1495170088755,1495170088845
i,73,1495170088879,1495170088957
c,67,1495170089036,1495170089115
t,84,1495170089239,1495170089317
u,85,1495170089362,1495170089418
r,82,1495170089430,1495170089565
e,69,1495170089531,1495170089644
 ,32,1495170089599,1495170089700
i,73,1495170089711,1495170089790
s,83,1495170089857,1495170089947
 ,32,1495170089959,1495170090071
w,87,1495170090105,1495170090173
o,79,1495170090173,1495170090251
r,82,1495170090274,1495170090330
t,84,1495170090431,1495170090498
h,72,1495170090532,1495170090611
 ,32,1495170090600,1495170090690
a,65,1495170090746,1495170090870
 ,32,1495170090847,1495170090948
t,84,1495170091005,1495170091072
h,72,1495170091095,1495170091151
o,79,1495170091241,1495170091320
u,85,1495170091275,1495170091376
s,83,1495170091444,1495170091545
a,65,1495170091691,1495170091770
n,78,1495170091781,1495170091871
d,68,1495170091939,1495170092051
 ,32,1495170092085,1495170092197
w,87,1495170092254,1495170092321
o,79,1495170092332,1495170092422
r,82,1495170092411,1495170092456
d,68,1495170092512,1495170092602
s,83,1495170092591,1495170092670
========8trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495170103076,1495170103178
 ,32,1495170103133,1495170103267
p,80,1495170103279,1495170103357
i,73,1495170103391,1495170103492
c,67,1495170103560,1495170103639
t,84,1495170103842,1495170103909
u,85,1495170103954,1495170104021
r,82,1495170104010,1495170104134
e,69,1495170104100,1495170104224
 ,32,1495170104190,1495170104291
i,73,1495170104382,1495170104460
s,83,1495170104471,1495170104550
 ,32,1495170104539,1495170104651
w,87,1495170104663,1495170104730
o,79,1495170104741,1495170104809
r,82,1495170104843,1495170104910
t,84,1495170105000,1495170105067
h,72,1495170105113,1495170105169
 ,32,1495170105180,1495170105293
a,65,1495170105371,1495170105484
 ,32,1495170105506,1495170105596
t,84,1495170105675,1495170105743
h,72,1495170105765,1495170105821
o,79,1495170105889,1495170105990
u,85,1495170105923,1495170106035
s,83,1495170106080,1495170106170
a,65,1495170106249,1495170106327
n,78,1495170106373,1495170106440
d,68,1495170106474,1495170106598
 ,32,1495170106586,1495170106710
w,87,1495170106699,1495170106789
o,79,1495170106778,1495170106868
r,82,1495170106879,1495170106935
d,68,1495170107014,1495170107115
s,83,1495170107093,1495170107183
========9trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495170108094,1495170108206
 ,32,1495170108173,1495170108296
p,80,1495170108375,1495170108454
i,73,1495170108510,1495170108578
c,67,1495170108668,1495170108746
t,84,1495170108893,1495170108960
u,85,1495170108994,1495170109061
r,82,1495170109084,1495170109196
e,69,1495170109163,1495170109297
 ,32,1495170109264,1495170109376
i,73,1495170109512,1495170109590
s,83,1495170109635,1495170109736
 ,32,1495170109759,1495170109860
w,87,1495170109872,1495170109961
o,79,1495170109973,1495170110029
r,82,1495170110051,1495170110119
t,84,1495170110333,1495170110389
h,72,1495170110423,1495170110479
 ,32,1495170110513,1495170110614
a,65,1495170110670,1495170110771
 ,32,1495170110805,1495170110906
t,84,1495170111042,1495170111109
h,72,1495170111132,1495170111187
o,79,1495170111300,1495170111390
u,85,1495170111345,1495170111446
s,83,1495170111514,1495170111581
a,65,1495170111660,1495170111761
n,78,1495170111795,1495170111874
d,68,1495170111919,1495170112042
 ,32,1495170112020,1495170112133
w,87,1495170112166,1495170112246
o,79,1495170112223,1495170112302
r,82,1495170112864,1495170112932
d,68,1495170112999,1495170113066
s,83,1495170113089,1495170113190
========10trial========
KeyChar,keyCode,timePressed,timeReleased
a,65,1495170113967,1495170114068
 ,32,1495170114034,1495170114146
p,80,1495170114192,1495170114270
i,73,1495170114338,1495170114416
c,67,1495170114484,1495170114563
t,84,1495170114698,1495170114765
u,85,1495170114799,1495170114866
r,82,1495170114878,1495170114990
e,69,1495170114956,1495170115069
 ,32,1495170115013,1495170115125
i,73,1495170115204,1495170115294
s,83,1495170115317,1495170115418
 ,32,1495170115620,1495170115722
w,87,1495170115823,1495170115913
o,79,1495170115924,1495170116003
r,82,1495170116025,1495170116093
t,84,1495170116194,1495170116261
h,72,1495170116307,1495170116374
 ,32,1495170116363,1495170116464
a,65,1495170116566,1495170116655
 ,32,1495170116667,1495170116768
t,84,1495170116858,1495170116925
h,72,1495170116937,1495170117004
o,79,1495170117094,1495170117172
u,85,1495170117139,1495170117229
s,83,1495170117297,1495170117375
a,65,1495170117443,1495170117521
n,78,1495170117556,1495170117623
d,68,1495170117634,1495170117735
 ,32,1495170117724,1495170117848
w,87,1495170117859,1495170117949
o,79,1495170117961,1495170118028
r,82,1495170118062,1495170118129
d,68,1495170118185,1495170118264
s,83,1495170118242,1495170118332
