yhlee18
password
watched pot never boils
3
10
========1trial========
KeyChar,keyCode,timePressed,timeReleased
 ,32,1495112691894,1495112691951
p,80,1495112692581,1495112692682
o,79,1495112692637,1495112692705
t,84,1495112692806,1495112692918
 ,32,1495112692964,1495112693053
n,78,1495112693256,1495112693323
e,69,1495112693357,1495112693458
v,86,1495112693605,1495112693695
e,69,1495112693785,1495112693908
r,82,1495112693840,1495112693976
 ,32,1495112693954,1495112694043
b,66,1495112695652,1495112695720
o,79,1495112695776,1495112695866
i,73,1495112696001,1495112696079
l,76,1495112696440,1495112696552
s,83,1495112696676,1495112696743
========8trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495112697722,1495112697913
a,65,1495112697812,1495112697925
t,84,1495112698026,1495112698082
c,67,1495112698217,1495112698285
h,72,1495112698318,1495112698375
e,69,1495112698420,1495112698487
d,68,1495112698588,1495112698723
 ,32,1495112698712,1495112698802
p,80,1495112699084,1495112699173
o,79,1495112699151,1495112699218
t,84,1495112699297,1495112699421
 ,32,1495112699387,1495112699477
n,78,1495112699646,1495112699714
e,69,1495112699736,1495112699826
v,86,1495112699939,1495112700028
e,69,1495112700141,1495112700253
r,82,1495112700175,1495112700310
 ,32,1495112700299,1495112700377
b,66,1495112701559,1495112701637
o,79,1495112701671,1495112701750
i,73,1495112701829,1495112701907
l,76,1495112702008,1495112702098
s,83,1495112702593,1495112702661
========9trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495112703572,1495112703820
a,65,1495112703707,1495112703854
t,84,1495112704067,1495112704146
c,67,1495112704292,1495112704371
h,72,1495112704438,1495112704506
e,69,1495112704551,1495112704630
d,68,1495112704709,1495112704810
 ,32,1495112704821,1495112704888
p,80,1495112705440,1495112705563
o,79,1495112705507,1495112705620
t,84,1495112705687,1495112705811
 ,32,1495112705789,1495112705867
n,78,1495112706081,1495112706148
e,69,1495112706171,1495112706250
v,86,1495112706362,1495112706441
e,69,1495112706554,1495112706666
r,82,1495112706610,1495112706767
 ,32,1495112706734,1495112706835
b,66,1495112707442,1495112707532
o,79,1495112707555,1495112707656
i,73,1495112707690,1495112707791
l,76,1495112707881,1495112707982
s,83,1495112708016,1495112708083
========10trial========
KeyChar,keyCode,timePressed,timeReleased
w,87,1495112714024,1495112714192
a,65,1495112714114,1495112714215
t,84,1495112714339,1495112714394
c,67,1495112714552,1495112714631
h,72,1495112714721,1495112714789
e,69,1495112714811,1495112714890
d,68,1495112715014,1495112715081
 ,32,1495112715711,1495112715801
p,80,1495112716296,1495112716442
o,79,1495112716364,1495112716465
t,84,1495112716532,1495112716656
 ,32,1495112716623,1495112716712
n,78,1495112717016,1495112717095
e,69,1495112717140,1495112717241
v,86,1495112717388,1495112717466
e,69,1495112717590,1495112717714
r,82,1495112717624,1495112717781
 ,32,1495112717759,1495112717860
b,66,1495112718332,1495112718434
o,79,1495112718478,1495112718636
i,73,1495112718580,1495112718670
l,76,1495112718771,1495112718872
s,83,1495112718940,1495112718996
